Level,Status,Mode,Gender,Licence,Work,Family,Cars,Children,Adults,Income,Time.Auto,Time.Transit,Time.Active
Grad,FT,Active,Female,1,"No, I don't work",Live alone,0,0,1,"Less than $ 30,000",2.924953,24.128386,16.985265000000002
Grad,FT,Active,Female,1,"Yes, I work part time (<10 hours per week)",Live alone,0,0,1,"Less than $ 30,000",4.124194,32.019829,36.336405
UG,FT,Active,Female,1,"Yes, I work part time (<10 hours per week)",Live with roommates,0,0,5,I donâ€™t know,1.049121,16.675728,10.491209999999999
UG,FT,Auto,Female,1,"Yes, I work part time (21-30 hours per week)",Live with family/parents,2,0,2,"$ 60,000 - 89,999",58.386430000000004,228.54684,584.6333999999999
UG,FT,Active,Female,0,"No, I don't work",Live with roommates,0,0,6,Unknown,1.117177,20.195869,11.101709999999999
UG,FT,Transit,Male,0,"Yes, I work part time (<10 hours per week)",Live with family/parents,1,1,3,"$ 60,000 - 89,999",82.29415999999999,132.26653000000002,658.1278500000001
UG,FT,Transit,Female,1,"No, I don't work",Live with family/parents,2,0,3,Unknown,77.84836999999999,214.883367,515.37975
UG,FT,Transit,Male,1,"Yes, I work part time (11-20 hours per week)",Live with family/parents,2,1,4,Unknown,25.3056,57.812435,154.12965
UG,FT,Transit,Male,0,"No, I don't work",Live with family/parents,1,1,5,Unknown,5.051858,39.873267,64.55426999999999
UG,FT,Transit,Male,0,"No, I don't work",Live with roommates,0,0,2,I donâ€™t know,6.174181,32.236828,50.646045
UG,FT,Transit,Female,0,"No, I don't work",Live with family/parents,0,1,3,Unknown,14.94475,65.686662,191.9748
UG,FT,Transit,Female,0,"Yes, I work part time (11-20 hours per week)",Live with family/parents,1,0,5,"Less than $ 30,000",51.47854,104.64487,388.7920500000001
UG,FT,Transit,Male,0,"No, I don't work",Live with family/parents,2,0,3,"$ 90,000 - 119,999",26.03925,99.507908,355.06935000000004
UG,FT,Transit,Female,1,"No, I don't work",Live with family/parents,1,1,3,Unknown,52.684380000000004,127.024614,322.3704
UG,FT,Active,Female,1,"No, I don't work",Live with roommates,0,0,2,Unknown,2.776623,26.813798,23.593725
UG,PT,Transit,Female,1,"Yes, I work part time (<10 hours per week)",Live with family/parents,2,0,4,I donâ€™t know,60.15294,86.21771,439.1028
Grad,FT,Active,Female,0,"Yes, I work part time (<10 hours per week)",Live with partner,1,0,2,"$ 150,000 - 179,999",5.576192,29.470396,31.67763
Grad,FT,Active,Female,0,"No, I don't work",Live with partner,0,0,2,"$ 240,000 +",2.523888,24.493026999999998,28.469009999999997
UG,FT,Active,Female,0,"No, I don't work",Live with family/parents,0,0,1,"$ 30,000 - 59,999",1.9141869999999999,23.859148,17.990325000000002
UG,FT,Transit,Female,0,"Yes, I work part time (21-30 hours per week)",Live with family/parents,1,0,3,"$ 30,000 - 59,999",23.22107,81.50922,206.84475
Grad,FT,Transit,Female,0,"No, I don't work",Live with roommates,0,0,1,"Less than $ 30,000",4.289724,29.3483,30.6678
Grad,FT,Transit,Female,1,"Yes, I work part time (<10 hours per week)",Live with partner,0,0,2,"Less than $ 30,000",16.0968,53.408636,91.57806000000001
UG,FT,Active,Female,0,"No, I don't work",Live with roommates,0,0,2,Unknown,0.0,0.0,0.0
UG,FT,Active,Female,1,"Yes, I work part time (<10 hours per week)",Live with roommates,0,0,3,"Less than $ 30,000",1.464106,25.325449,14.598600000000001
UG,FT,Transit,Female,0,"No, I don't work",Live with family/parents,2,0,4,Unknown,35.40316,92.17440299999998,223.1385
UG,FT,Active,Male,0,"No, I don't work",Live alone,0,0,1,I donâ€™t know,0.0,0.0,0.0
Grad,FT,Active,Female,1,"Yes, I work part time (<10 hours per week)",Live alone,0,0,1,Unknown,3.235257,24.180734,34.47531
UG,FT,Transit,Male,0,"No, I don't work",Live with family/parents,1,0,2,Unknown,46.32949,112.127768,324.19725
UG,FT,Transit,Female,0,"No, I don't work",Live with roommates,0,0,4,"Less than $ 30,000",7.717772999999999,37.877319,75.9915
Grad,FT,Active,Female,0,"No, I don't work",Live alone,0,0,1,"Less than $ 30,000",2.924953,24.128386,16.985265000000002
UG,FT,Transit,Female,0,"Yes, I work part time (11-20 hours per week)",Live with family/parents,2,0,3,"$ 180,000 - 209,999",8.015355,48.790449,75.19810500000001
UG,FT,Transit,Female,0,"Yes, I work part time (<10 hours per week)",Live with roommates,1,0,2,"Less than $ 30,000",19.2651,65.687483,204.56069999999997
UG,FT,Transit,Male,0,"Yes, I work part time (<10 hours per week)",Live with partner,0,0,2,"Less than $ 30,000",80.75463,94.987998,586.4883000000001
UG,FT,Active,Female,1,"No, I don't work",Live alone,0,0,1,I donâ€™t know,0.0,0.0,0.0
UG,FT,Transit,Female,0,"No, I don't work",Live with family/parents,2,2,4,Unknown,17.88877,71.55026699999998,225.87225
Grad,FT,Active,Female,0,"No, I don't work",Live with roommates,0,0,3,"$ 30,000 - 59,999",7.961721000000001,35.038115999999995,50.06562
UG,FT,Transit,Female,0,"No, I don't work",Live with family/parents,2,1,4,I donâ€™t know,28.05695,68.035251,157.33530000000002
UG,FT,Transit,Female,0,"Yes, I work part time (11-20 hours per week)",Live with family/parents,1,0,2,Unknown,26.663890000000002,65.74280999999999,162.9819
UG,FT,Active,Female,1,"Yes, I work part time (21-30 hours per week)",Live with roommates,0,0,3,I donâ€™t know,2.014925,20.126511999999998,15.20709
Grad,FT,Active,Female,1,"Yes, I work part time (11-20 hours per week)",Live with roommates,1,0,4,"Less than $ 30,000",11.34923,39.849031,65.27565
UG,FT,Transit,Male,1,"Yes, I work part time (<10 hours per week)",Live with family/parents,1,0,5,Unknown,34.672940000000004,71.795076,239.86229999999998
Grad,FT,Active,Female,0,"Yes, I work part time (<10 hours per week)",Live with partner,0,0,2,"Less than $ 30,000",2.924953,24.128386,16.985265000000002
UG,PT,Transit,Male,1,"No, I don't work",Live with family/parents,1,0,3,"$ 30,000 - 59,999",13.669529999999998,58.618981999999995,217.16819999999998
UG,FT,Transit,Female,1,"No, I don't work",Live with family/parents,1,0,3,"$ 90,000 - 119,999",39.69887,85.235435,254.66070000000002
UG,FT,Auto,Female,1,"No, I don't work",Live with family/parents,4,0,5,Unknown,49.678020000000004,85.109091,298.2465
Grad,FT,Active,Male,1,"No, I don't work",Live with roommates,1,0,2,Unknown,2.0714900000000003,24.722109,19.031309999999998
UG,FT,Active,Male,1,"No, I don't work",Live with roommates,0,0,2,"Less than $ 30,000",3.792585,18.826039,22.924049999999998
Grad,FT,Active,Male,1,"Yes, I work part time (21-30 hours per week)",Live with partner,0,2,2,"$ 30,000 - 59,999",0.0,0.0,0.0
UG,FT,Transit,Female,0,"Yes, I work part time (<10 hours per week)",Live with family/parents,0,1,4,Unknown,74.17055,108.737631,612.4603500000001
UG,FT,Transit,Female,0,"No, I don't work",Live with family/parents,0,1,3,"Less than $ 30,000",27.34455,68.96980199999999,163.21110000000002
UG,FT,Active,Female,0,"Yes, I work part time (<10 hours per week)",Live with family/parents,2,0,3,Unknown,42.48558,133.416563,306.17909999999995
UG,FT,Active,Male,0,"No, I don't work",Live with roommates,0,0,2,"$ 60,000 - 89,999",2.845125,24.990155,27.043575
Grad,FT,Active,Male,1,"No, I don't work",Live with roommates,0,0,2,"$ 30,000 - 59,999",2.141326,19.940688,19.27866
Grad,FT,Transit,Female,0,"Yes, I work part time (<10 hours per week)",Live alone,0,0,1,"$ 30,000 - 59,999",3.320328,31.447038,28.74147
UG,FT,Active,Female,0,"No, I don't work",Live with roommates,0,0,3,"Less than $ 30,000",1.464106,25.325449,14.598600000000001
Other,Other,Active,Male,0,"No, I don't work",Live with family/parents,0,0,5,Unknown,10.58917,43.54007,62.32193999999999
UG,FT,Transit,Female,1,"No, I don't work",Live with family/parents,1,1,3,Unknown,21.07367,76.94431,194.92004999999997
Grad,PT,Transit,Female,1,"Yes, I work 31-40 hours per week",Live with family/parents,2,0,4,Unknown,75.1563,208.249309,455.2596
UG,FT,Transit,Female,1,"Yes, I work part time (<10 hours per week)",Live with family/parents,2,1,5,"$ 90,000 - 119,999",35.729409999999994,83.034467,219.6612
UG,FT,Active,Female,0,"No, I don't work",Live with roommates,0,0,1,Unknown,0.0,0.0,0.0
UG,FT,Transit,Female,0,"No, I don't work",Live with family/parents,2,1,3,Unknown,10.66795,47.679045,110.51138999999999
UG,FT,Active,Female,0,"No, I don't work",Live alone,0,0,1,I donâ€™t know,1.710853,20.776487,15.946485
UG,FT,Transit,Female,1,"Yes, I work part time (21-30 hours per week)",Live with partner,1,0,2,Unknown,15.286620000000001,51.499579,91.90423500000001
UG,FT,Active,Female,0,"No, I don't work",Live with roommates,0,0,4,I donâ€™t know,1.710853,20.776487,15.946485
UG,FT,Transit,Female,0,"Yes, I work part time (<10 hours per week)",Live with family/parents,0,0,3,Unknown,21.37518,76.20592099999999,263.87354999999997
Grad,FT,Active,Male,0,"No, I don't work",Live with roommates,0,0,2,"Less than $ 30,000",2.924953,24.128386,16.985265000000002
UG,FT,Transit,Male,0,"Yes, I work part time (11-20 hours per week)",Live with family/parents,2,3,5,Unknown,11.058580000000001,49.500135,180.5466
Grad,FT,Active,Female,1,"Yes, I work part time (<10 hours per week)",Live alone,0,0,1,Unknown,5.409577,28.036396999999997,39.210119999999996
Grad,PT,Transit,Female,0,"Yes, I work 31-40 hours per week",Live with family/parents,2,0,5,Unknown,109.8578,145.06991000000002,982.875
UG,FT,Transit,Male,1,"Yes, I work part time (21-30 hours per week)",Live with family/parents,1,0,5,I donâ€™t know,37.553059999999995,78.68632099999998,237.97065
UG,FT,Active,Female,1,"Yes, I work part time (<10 hours per week)",Live alone,1,0,1,"Less than $ 30,000",2.924953,24.128386,16.985265000000002
UG,FT,Transit,Male,0,"No, I don't work",Live with family/parents,2,0,3,Unknown,28.00275,96.577332,250.38615
Grad,FT,Auto,Female,1,"Yes, I work part time (11-20 hours per week)",Live alone,1,0,1,Unknown,2.776623,26.813798,23.593725
UG,FT,Transit,Male,0,"No, I don't work",Live with family/parents,1,0,3,"Less than $ 30,000",45.165459999999996,85.048918,330.11805
UG,FT,Active,Male,0,"Yes, I work part time (<10 hours per week)",Live with roommates,0,0,2,Unknown,2.523888,24.493026999999998,28.469009999999997
UG,FT,Transit,Female,0,"No, I don't work",Live with family/parents,2,1,4,Unknown,7.158202,41.998915000000004,86.334555
Grad,FT,Transit,Female,1,"Yes, I work part time (21-30 hours per week)",Live alone,1,0,1,"$ 30,000 - 59,999",32.44122,67.17427599999999,203.71185
UG,FT,Transit,Female,1,"Yes, I work part time (21-30 hours per week)",Live with family/parents,1,0,2,"Less than $ 30,000",48.56919,135.888826,331.77645
UG,FT,Transit,Male,0,"No, I don't work",Live with family/parents,2,0,3,Unknown,84.95065,106.249153,728.7026999999999
UG,PT,Transit,Male,1,"No, I don't work",Live with family/parents,2,0,3,Unknown,56.50225,124.626229,372.69405
UG,FT,Transit,Male,0,"No, I don't work",Live with roommates,0,0,2,I donâ€™t know,7.019825999999999,31.444467,96.208185
UG,FT,Active,Female,0,"No, I don't work",Live with roommates,0,0,4,Unknown,0.0,0.0,0.0
Grad,FT,Active,Female,1,"Yes, I work part time (<10 hours per week)",Live alone,0,0,1,Unknown,2.634566,19.362205,21.82227
UG,PT,Transit,Female,1,"Yes, I work part time (21-30 hours per week)",Live with family/parents,2,0,2,Unknown,19.18102,75.697386,116.96152500000001
UG,FT,Transit,Female,0,"No, I don't work",Live with family/parents,1,1,4,Unknown,34.665729999999996,83.167583,247.33784999999997
UG,FT,Active,Male,0,"No, I don't work",Live with roommates,0,0,2,Unknown,2.014925,20.126511999999998,15.20709
Grad,FT,Active,Male,1,"No, I don't work",Live alone,0,0,1,"Less than $ 30,000",2.014925,20.126511999999998,15.20709
Grad,FT,Transit,Female,1,"No, I don't work",Live with family/parents,1,0,2,"$ 180,000 - 209,999",13.0839,43.443395,85.07454
Grad,FT,Transit,Male,1,"Yes, I work 31-40 hours per week",Live with partner,1,1,2,"$ 30,000 - 59,999",65.9072,148.21213400000002,517.38915
UG,FT,Active,Male,1,"Yes, I work part time (<10 hours per week)",Live with partner,1,0,2,I donâ€™t know,2.168042,23.855995999999998,19.46616
Other,Other,Transit,Female,1,"No, I don't work",Live with partner,0,0,2,"$ 90,000 - 119,999",5.769032,30.167623,51.040994999999995
UG,FT,Transit,Female,0,"No, I don't work",Live with family/parents,1,1,3,"$ 60,000 - 89,999",33.5881,74.239897,203.6253
UG,FT,Transit,Female,0,"No, I don't work",Live with family/parents,2,0,4,Unknown,52.17307,78.00044,357.42404999999997
UG,FT,Transit,Female,0,"Yes, I work part time (11-20 hours per week)",Live with roommates,0,0,3,"Less than $ 30,000",33.67217,89.32549300000001,368.97765
Grad,FT,Transit,Male,1,"No, I don't work",Live with family/parents,3,0,3,Unknown,18.64913,50.314017,102.80333999999999
Grad,FT,Active,Female,1,"Yes, I work part time (11-20 hours per week)",Live with partner,0,0,2,"$ 30,000 - 59,999",2.014925,20.126511999999998,15.20709
UG,FT,Transit,Male,1,"No, I don't work",Live with family/parents,2,0,4,Unknown,0.0,0.0,0.0
UG,FT,Transit,Male,0,"No, I don't work",Live with family/parents,1,0,3,I donâ€™t know,29.070829999999997,57.75046700000001,176.15535
UG,FT,Auto,Female,1,"Yes, I work part time (11-20 hours per week)",Live with family/parents,2,0,4,Unknown,6.870616,33.066967,65.19201
UG,PT,Active,Male,0,"Yes, I work part time (<10 hours per week)",Live alone,0,0,1,"Less than $ 30,000",12.56505,41.092905,74.442345
Grad,PT,Auto,Female,1,"Yes, I work > 40 hours per week",Live with family/parents,2,0,4,Unknown,67.26546,94.500917,543.3199500000001
Grad,FT,Active,Female,0,"No, I don't work",Live with partner,1,0,2,Unknown,2.168042,23.855995999999998,19.46616
UG,FT,Transit,Female,1,"Yes, I work part time (21-30 hours per week)",Live with family/parents,1,0,2,"Less than $ 30,000",19.19235,51.81050000000001,120.050385
UG,FT,Active,Female,1,"Yes, I work part time (11-20 hours per week)",Live with roommates,0,0,4,Unknown,2.141326,19.940688,19.27866
Grad,FT,Transit,Female,1,"Yes, I work part time (11-20 hours per week)",Live with partner,0,0,2,"Less than $ 30,000",27.34455,68.96980199999999,163.21110000000002
Grad,FT,Transit,Female,0,"No, I don't work",Live with partner,0,0,2,"Less than $ 30,000",19.9148,40.306127000000004,101.20375499999999
UG,FT,Active,Female,0,"Yes, I work part time (<10 hours per week)",Live with roommates,0,0,6,"$ 240,000 +",1.049121,16.675728,10.491209999999999
UG,FT,Transit,Female,0,"No, I don't work",Live with family/parents,2,1,4,Unknown,23.95274,86.64245100000002,223.35555000000002
Grad,PT,Transit,Male,1,"Yes, I work > 40 hours per week",Live with partner,1,0,2,"$ 120,000 - 149,999",29.070829999999997,57.75046700000001,176.15535
UG,PT,Active,Female,0,"No, I don't work",Live with roommates,0,0,3,Unknown,2.0714900000000003,24.722109,19.031309999999998
UG,FT,Active,Female,1,"No, I don't work",Live with roommates,0,0,3,I donâ€™t know,2.595157,27.40234,23.805030000000002
UG,PT,Transit,Male,1,"Yes, I work 31-40 hours per week",Live with family/parents,1,1,2,I donâ€™t know,51.66085,107.55228999999999,376.22325
UG,FT,Active,Other,0,"No, I don't work",Live with roommates,0,1,1,I donâ€™t know,1.710853,20.776487,15.946485
UG,FT,Transit,Female,0,"No, I don't work",Live with family/parents,1,0,2,Unknown,84.24600000000001,129.345393,598.13325
UG,FT,Transit,Female,0,"Yes, I work part time (<10 hours per week)",Live with family/parents,1,0,3,"$ 60,000 - 89,999",6.390018,38.625988,78.21375
Other,Other,Transit,Female,0,"Yes, I work part time (21-30 hours per week)",Live with partner,0,0,2,"$ 30,000 - 59,999",16.11125,57.86549,106.80390000000001
Grad,FT,Active,Female,1,"No, I don't work",Live with family/parents,2,0,4,"$ 240,000 +",5.913635,33.967256,43.78343999999999
UG,FT,Auto,Female,0,"No, I don't work",Live with family/parents,1,1,3,"Less than $ 30,000",7.019825999999999,31.444467,96.208185
UG,FT,Transit,Female,1,"Yes, I work part time (11-20 hours per week)",Live with family/parents,2,0,4,Unknown,31.051370000000002,79.432052,185.73030000000003
UG,FT,Transit,Female,1,"No, I don't work",Live with family/parents,3,1,5,Unknown,42.44962,87.04816199999998,260.57264999999995
UG,FT,Transit,Female,0,"No, I don't work",Live with family/parents,2,0,4,Unknown,28.59184,50.628108000000005,188.0475
Grad,FT,Active,Female,1,"Yes, I work part time (<10 hours per week)",Live alone,0,0,1,"Less than $ 30,000",5.844977,40.805218,51.2364
UG,FT,Active,Female,1,"Yes, I work > 40 hours per week",Live alone,1,0,1,"$ 240,000 +",1.9141869999999999,23.859148,17.990325000000002
UG,FT,Transit,Female,1,"No, I don't work",Live with family/parents,1,2,3,"Less than $ 30,000",61.8658,141.70640100000003,402.4887
UG,FT,Auto,Female,1,"No, I don't work",Live with family/parents,3,0,4,Unknown,37.93375,117.92518000000001,339.21555
UG,FT,Auto,Female,1,"Yes, I work part time (11-20 hours per week)",Live with family/parents,1,1,3,Unknown,6.643089,36.537285,70.61286
UG,FT,Active,Male,0,"Yes, I work part time (11-20 hours per week)",Live with roommates,0,0,4,Unknown,1.049121,16.675728,10.491209999999999
UG,FT,Active,Female,1,"No, I don't work",Live alone,0,0,1,Unknown,2.168042,23.855995999999998,19.46616
UG,FT,Active,Female,1,"Yes, I work part time (<10 hours per week)",Live with family/parents,2,0,3,Unknown,69.83469000000001,119.72922,497.1432
UG,FT,Transit,Female,1,"No, I don't work",Live with family/parents,3,0,5,"$ 90,000 - 119,999",86.93915,118.33072,709.4515499999999
UG,FT,Active,Female,1,"Yes, I work part time (11-20 hours per week)",Live with roommates,0,0,3,Unknown,2.168042,23.855995999999998,19.46616
Grad,FT,Auto,Female,0,"No, I don't work",Live with roommates,0,0,3,Unknown,76.11922,225.82254,540.3634500000001
UG,FT,Transit,Male,1,"Yes, I work part time (11-20 hours per week)",Live with family/parents,2,0,4,Unknown,37.5572,76.95193499999998,241.80360000000002
UG,FT,Transit,Female,0,"Yes, I work part time (11-20 hours per week)",Live with family/parents,1,1,5,Unknown,21.90171,80.22135300000002,310.5195
Grad,PT,Transit,Male,1,"Yes, I work part time (<10 hours per week)",Live with partner,0,0,2,"$ 30,000 - 59,999",22.66934,53.54643000000001,140.526
UG,FT,Transit,Male,0,"No, I don't work",Live with family/parents,0,1,2,"$ 30,000 - 59,999",23.33226,71.93216600000001,151.1769
Grad,FT,Transit,Male,1,"Yes, I work part time (21-30 hours per week)",Live with family/parents,2,0,2,Unknown,92.83089,124.85088000000002,741.74775
UG,PT,Transit,Female,0,"No, I don't work",Live with family/parents,0,0,3,"$ 60,000 - 89,999",34.672940000000004,71.795076,239.86229999999998
Grad,FT,Active,Male,1,"Yes, I work part time (11-20 hours per week)",Live alone,0,0,1,"Less than $ 30,000",1.464106,25.325449,14.598600000000001
UG,FT,Transit,Female,1,"No, I don't work",Live with family/parents,3,0,5,"$ 180,000 - 209,999",35.30623,64.554231,245.22525
UG,FT,Transit,Female,0,"Yes, I work part time (11-20 hours per week)",Live with family/parents,3,0,5,"$ 90,000 - 119,999",21.31236,82.6949,177.39615
Other,Other,Transit,Female,0,"No, I don't work",Live with partner,2,0,4,"$ 30,000 - 59,999",48.56919,135.888826,331.77645
Grad,FT,Active,Male,1,"No, I don't work",Live alone,0,0,1,"Less than $ 30,000",2.845125,24.990155,27.043575
UG,FT,Transit,Male,1,"No, I don't work",Live with roommates,0,0,2,"Less than $ 30,000",19.93025,43.890155,117.25713
UG,FT,Transit,Female,1,"Yes, I work part time (<10 hours per week)",Live with family/parents,2,0,3,Unknown,16.11125,57.86549,106.80390000000001
UG,FT,Active,Female,0,"Yes, I work part time (<10 hours per week)",Live alone,0,0,1,"Less than $ 30,000",0.0,0.0,0.0
UG,FT,Transit,Male,1,"No, I don't work",Live with family/parents,1,0,3,Unknown,5.487346,34.242418,47.22430500000001
UG,PT,Transit,Female,0,"No, I don't work",Live with roommates,0,0,4,"$ 60,000 - 89,999",9.638221000000001,34.536596,55.197585000000004
UG,FT,Active,Female,0,"Yes, I work part time (11-20 hours per week)",Live with roommates,0,0,2,I donâ€™t know,1.710853,20.776487,15.946485
UG,PT,Transit,Male,1,"Yes, I work > 40 hours per week",Live with family/parents,2,0,4,Unknown,36.42569,92.51832399999999,237.76004999999998
UG,PT,Transit,Female,1,"Yes, I work part time (21-30 hours per week)",Live with family/parents,3,0,3,Unknown,13.91469,64.689509,124.4238
UG,FT,Transit,Female,0,"No, I don't work",Live with roommates,0,0,2,"Less than $ 30,000",3.320328,31.447038,28.74147
UG,FT,Transit,Female,0,"Yes, I work part time (<10 hours per week)",Live with family/parents,1,0,2,"Less than $ 30,000",29.582459999999998,62.974813,181.27155000000002
UG,PT,Transit,Female,0,"Yes, I work part time (<10 hours per week)",Live with family/parents,1,0,3,Unknown,7.855628,33.435869,51.153735
UG,PT,Auto,Female,1,"Yes, I work 31-40 hours per week",Live with partner,1,0,3,"$ 90,000 - 119,999",16.95755,62.36549,116.842875
Grad,FT,Transit,Female,1,"Yes, I work part time (11-20 hours per week)",Live with family/parents,3,0,5,"$ 90,000 - 119,999",79.28433000000001,125.08011,550.25775
UG,FT,Transit,Male,0,"No, I don't work",Live with family/parents,1,1,3,Unknown,23.70735,98.21541,211.76265
Grad,PT,Transit,Female,1,"Yes, I work > 40 hours per week",Live with family/parents,4,0,3,"$ 150,000 - 179,999",45.45844,92.271791,342.52305
UG,PT,Auto,Male,1,"No, I don't work",Live alone,1,0,1,"$ 60,000 - 89,999",69.38410999999999,114.507167,540.2139
UG,FT,Transit,Female,1,"Yes, I work part time (21-30 hours per week)",Live with family/parents,2,1,4,"Less than $ 30,000",33.62192,79.39235500000001,229.10444999999999
UG,FT,Transit,Female,0,"No, I don't work",Live with family/parents,0,0,3,Unknown,7.606971000000001,32.917701,51.41064
Grad,PT,Transit,Male,1,"Yes, I work 31-40 hours per week",Live with partner,1,0,2,Unknown,11.07215,46.064018,65.243415
UG,FT,Active,Female,0,"No, I don't work",Live with roommates,0,0,2,"Less than $ 30,000",2.168042,23.855995999999998,19.46616
UG,FT,Active,Male,1,"Yes, I work part time (<10 hours per week)",Live alone,1,1,5,Unknown,0.0,0.0,0.0
UG,FT,Transit,Female,0,"Yes, I work part time (11-20 hours per week)",Live with family/parents,0,1,3,Unknown,21.25297,48.146440000000005,132.227955
Grad,FT,Transit,Female,1,"No, I don't work",Live with roommates,0,0,2,I donâ€™t know,12.03127,33.814446000000004,63.855315
UG,FT,Transit,Male,0,"No, I don't work",Live with family/parents,0,1,3,"Less than $ 30,000",40.51008,120.2351,418.638
Grad,FT,Transit,Male,1,"No, I don't work",Live with family/parents,2,0,3,"$ 180,000 - 209,999",20.40436,59.37583000000001,133.78392
UG,FT,Transit,Male,0,"No, I don't work",Live with family/parents,2,0,4,"$ 90,000 - 119,999",33.29875,69.47245699999999,207.5892
Grad,FT,Active,Female,1,"Yes, I work part time (<10 hours per week)",Live with roommates,2,0,6,Unknown,2.141326,19.940688,19.27866
Grad,FT,Transit,Male,1,"Yes, I work part time (11-20 hours per week)",Live with partner,1,0,2,"Less than $ 30,000",104.7851,219.714052,903.92835
UG,FT,Active,Male,0,"No, I don't work",Live with roommates,0,0,2,Unknown,2.845125,24.990155,27.043575
UG,FT,Transit,Male,1,"No, I don't work",Live with family/parents,1,1,5,Unknown,40.99736,82.440407,271.4787
UG,FT,Transit,Male,0,"Yes, I work part time (<10 hours per week)",Live with family/parents,2,3,2,Unknown,45.03045,94.027575,281.47785
UG,FT,Transit,Female,0,"No, I don't work",Live with family/parents,1,1,3,Unknown,21.51064,85.78529300000001,237.16635
UG,FT,Active,Male,0,"No, I don't work",Live alone,0,0,1,"Less than $ 30,000",4.289724,29.3483,30.6678
Grad,FT,Auto,Female,1,"Yes, I work part time (11-20 hours per week)",Live with family/parents,4,0,4,Unknown,0.0,0.0,0.0
UG,FT,Transit,Female,0,"Yes, I work part time (11-20 hours per week)",Live with family/parents,2,1,6,"$ 30,000 - 59,999",33.68359,64.15558,226.74015
UG,FT,Transit,Female,1,"Yes, I work part time (11-20 hours per week)",Live with family/parents,2,0,3,"$ 60,000 - 89,999",50.94216,131.16038,370.60335
Grad,FT,Active,Female,1,"No, I don't work",Live with roommates,0,0,3,Unknown,9.349833,37.81105,52.358880000000006
UG,FT,Transit,Female,1,"Yes, I work part time (11-20 hours per week)",Live with family/parents,0,0,4,Unknown,91.65297,138.057623,672.02865
UG,FT,Transit,Female,0,"Yes, I work part time (<10 hours per week)",Live with family/parents,1,0,3,I donâ€™t know,5.722836,35.40617,74.54616
Grad,FT,Transit,Male,1,"No, I don't work",Live with partner,1,0,2,"$ 60,000 - 89,999",25.3056,57.812435,154.12965
UG,FT,Auto,Male,1,"Yes, I work part time (21-30 hours per week)",Live with family/parents,2,1,2,"$ 60,000 - 89,999",31.22921,77.724175,185.11065
Grad,FT,Transit,Female,1,"Yes, I work part time (11-20 hours per week)",Live with partner,1,0,2,"$ 120,000 - 149,999",13.89458,45.228945,89.40257999999999
UG,FT,Active,Female,1,"No, I don't work",Live with roommates,0,0,4,"$ 30,000 - 59,999",2.924953,24.128386,16.985265000000002
Grad,FT,Active,Male,1,"Yes, I work part time (11-20 hours per week)",Live with partner,0,0,2,Unknown,9.349833,37.81105,52.358880000000006
Grad,FT,Active,Male,1,"No, I don't work",Live with partner,0,0,2,"$ 60,000 - 89,999",3.235257,24.180734,34.47531
Grad,FT,Active,Female,1,"No, I don't work",Live with partner,1,0,2,"$ 30,000 - 59,999",1.049121,16.675728,10.491209999999999
UG,FT,Transit,Male,0,"No, I don't work",Live alone,0,0,1,Unknown,11.47538,44.79643400000001,73.8006
UG,FT,Transit,Female,0,"Yes, I work part time (11-20 hours per week)",Live with family/parents,1,0,4,Unknown,39.79605,86.085925,274.46595
UG,FT,Transit,Male,1,"Yes, I work 31-40 hours per week",Live with family/parents,1,0,2,"$ 60,000 - 89,999",38.36255,84.56743700000001,250.5978
UG,FT,Auto,Female,1,"No, I don't work",Live with family/parents,3,1,3,Unknown,7.745217,50.79562,80.136195
UG,FT,Transit,Female,1,"No, I don't work",Live with family/parents,3,0,4,I donâ€™t know,80.10746999999999,138.590443,543.82575
UG,FT,Active,Female,1,"No, I don't work",Live with roommates,0,0,6,Unknown,1.117177,20.195869,11.101709999999999
Grad,FT,Active,Male,1,"No, I don't work",Live with roommates,0,0,1,Unknown,2.014925,20.126511999999998,15.20709
UG,PT,Transit,Female,0,"Yes, I work part time (21-30 hours per week)",Live with family/parents,0,0,2,Unknown,14.36563,46.695114000000004,84.88808999999999
Grad,FT,Auto,Female,1,"Yes, I work > 40 hours per week",Live with family/parents,2,3,2,"$ 210,000 - 239,999",82.49991,130.93953,667.0248
UG,FT,Transit,Male,1,"No, I don't work",Live with roommates,0,0,2,"Less than $ 30,000",21.25297,48.146440000000005,132.227955
UG,FT,Transit,Female,0,"Yes, I work part time (11-20 hours per week)",Live with family/parents,2,0,4,Unknown,80.05009,127.67492,551.67075
Grad,FT,Active,Male,1,"No, I don't work",Live with roommates,0,0,4,"$ 180,000 - 209,999",9.349833,37.81105,52.358880000000006
UG,PT,Active,Male,1,"No, I don't work",Live alone,2,0,1,Unknown,2.595157,27.40234,23.805030000000002
UG,FT,Transit,Female,0,"No, I don't work",Live with family/parents,2,0,5,I donâ€™t know,30.790670000000002,65.597626,184.43625
Grad,FT,Transit,Male,1,"No, I don't work",Live with partner,1,0,2,"$ 60,000 - 89,999",5.704483,36.318000000000005,56.28550500000001
Grad,FT,Auto,Female,1,"Yes, I work 31-40 hours per week",Live with partner,3,0,2,"$ 90,000 - 119,999",96.67963,136.54869000000002,748.3977
UG,FT,Transit,Female,1,"Yes, I work part time (<10 hours per week)",Live with family/parents,1,0,3,Unknown,13.0839,43.443395,85.07454
