sch_code__,School_Nam,GTA06,DAUID,Enrolment
S715,JOHN DARLING PUBLIC SCHOOL,7001,35300992,263
C043,ALPHA II ALTERNATIVE SCHOOL (SEC=901908),101,35203841,66
8522,JOHNSON STREET PUBLIC SCHOOL,8501,35431101,244
2510,JOSEPH BRANT SENIOR PUBLIC SCHOOL,559,35203670,573
4105,JOSEPH A GIBSON PUBLIC SCHOOL,2099,35191121,281
6208,JOSEPH GIBBONS PUBLIC SCHOOL,4164,35240010,136
3441,JOSEPH GOULD PUBLIC SCHOOL,1318,35180038,568
2511,JOSEPH HOWE SENIOR PUBLIC SCHOOL,571,35203729,333
1327,JOYCE PUBLIC SCHOOL,158,35202293,281
8439,JUNE AVENUE PUBLIC SCHOOL,8001,35230078,177
2142,FOREST HILL JUNIOR SENIOR PUBLIC SCHOOL,189,35202897,761
520,ANCASTER MEADOW ELEMENTARY SCHOOL,5094,35250914,894
2209,SILVERTHORN COMMUNITY SCHOOL (I CHANGED),150,35201203,320
1359,RENE GORDON ELEMENTARY SCHOOL,232,35200400,225
8117,KATE S DURDAN PUBLIC SCHOOL,6042,35260836,298
A150,ALVIN CURLING PUBLIC SCHOOL,,35204725,504
8925,KAWARTHA HEIGHTS PUBLIC SCHOOL,8851,35150144,225
S763,KEATSWAY PUBLIC SCHOOL,7001,35300287,387
E0002,KEELE STREET JUNIOR PUBLIC SCHOOL,119,35204015,458
2211,KEELESDALE JUNIOR PUBLIC SCHOOL,149,35201393,150
8944,KEITH WIGHTMAN PUBLIC SCHOOL,8851,35150078,287
5494,KENOLLIE PUBLIC SCHOOL,3647,35210748,228
2212,KENSINGTON COMMUNITY SCHOOL,75,35201437,140
4060,LAKE SIMCOE ELEMENTARY PUBLIC SCHOOL,2864,35190065,531
S525,KESWICK PUBLIC SCHOOL,2859,35190029,357
4071,KETTLEBY PUBLIC SCHOOL,2666,35190168,167
2214,KEW BEACH JUNIOR PUBLIC SCHOOL,254,35203229,501
6241,KILBRIDE PUBLIC SCHOOL,4191,35240643,277
2216,KIMBERLEY JUNIOR PUBLIC SCHOOL,252,35203887,274
5636,KINDREE PUBLIC SCHOOL,3617,35211843,487
8876,KING ALBERT PUBLIC SCHOOL,8705,35160126,155
A089,HARRIET TUBMAN PUBLIC SCHOOL,6042,35260445,633
S862,KING EDWARD PUBLIC SCHOOL,7001,35300134,294
2217,KING EDWARD JUNIOR AND SENIOR PUBLIC SCHOOL,74,35200909,499
S742,KING GEORGE ELEMENTARY,8901,35290096,303
8948,KING GEORGE PUBLIC SCHOOL,8851,35150120,246
8482,KING GEORGE PUBLIC SCHOOL,8001,35230155,452
2218,KING GEORGE JUNIOR PUBLIC SCHOOL,127,35204636,181
4082,KING CITY PUBLIC SCHOOL,2671,35190787,343
5158,KINGSWOOD DRIVE PUBLIC SCHOOL,3360,35210161,712
A001,ECOLE RONALD MARION,,35181042,430
4401,SCHOMBERG PUBLIC SCHOOL,2653,35191153,136
569,TERRY FOX PUBLIC SCHOOL,2601,35191031,494
6129,KINGS ROAD PUBLIC SCHOOL,,35240413,201
1328,KINGSLAKE PUBLIC SCHOOL,481,35200301,274
2609,KINGSVIEW VILLAGE JUNIOR SCHOOL,353,35204269,578
8923,KIRBY CENTENNIAL PUBLIC SCHOOL,1278,35180947,92
4092,KLEINBURG PUBLIC SCHOOL,2021,35190183,507
E0513,ECOLE ELEMENTAIRE LA FONTAINE,2020,35190184,136
1607,KNOB HILL JUNIOR PUBLIC SCHOOL,521,35203422,436
S689,LACKNER WOODS PUBLIC SCHOOL,7001,35301012,570
7507,LAKE AVENUE PUBLIC SCHOOL,5123,35250238,507
4317,LAKE WILCOX PUBLIC SCHOOL,2231,35191089,537
8914,LAKEFIELD INTERMEDIATE SCHOOL,8851,35150302,112
8915,RIDPATH PUBLIC SCHOOL,8851,35150298,410
4064,LAKESIDE PUBLIC SCHOOL,2854,35190035,374
6130,LAKESHORE PUBLIC SCHOOL,4061,35240433,217
3010,LAKESIDE PUBLIC SCHOOL,1093,35180549,316
8075,LAKEVIEW PUBLIC SCHOOL,6001,35260320,402
1085,LAMBERTON PUBLIC SCHOOL,399,35202025,291
1158,LAMBTON-KINGSWAY JUNIOR MIDDLE SCHOOL,317,35203109,632
2220,LAMBTON PARK COMMUNITY SCHOOL,129,35201255,135
8503,ANDREW HUNTER ELEMENTARY SCHOOL,8501,35431319,375
5497,LANCASTER JUNIOR PUBLIC SCHOOL,3628,35211081,418
4012,LESTER B PEARSON PUBLIC SCHOOL,2558,35190874,695
8868,LANGTON PUBLIC SCHOOL,8705,35160198,388
A121,WENDAT VILLAGE PUBLIC SCHOOL,,35191356,675
2221,LANOR JUNIOR & MIDDLE SCHOOL,298,35201598,222
S719,LANSDOWNE-COSTAIN SCHOOL,8901,35290051,260
188,LARKSPUR PUBLIC SCHOOL,3419,35211677,959
S801,LAURELWOOD PUBLIC SCHOOL,7001,35300826,708
2228,LORD LANSDOWNE JUNIOR AND SENIOR PUBLIC SCHOOL,74,35200905,276
C164,ECOLE ELEMENTAIRE LAURE RIESE,600,35200106,208
S873,LAURENTIAN PUBLIC SCHOOL,7001,35300193,389
E0112,JAMES POTTER PUBLIC SCHOOL,3483,35212175,635
1329,LAWRENCE HEIGHTS MIDDLE SCHOOL,179,35202139,198
E0215,PETER LYMBURNER ROBERTSON PUBLIC SCHOOL,4103,35240942,960
1330,LEDBURY PARK ELEMENTARY MIDDLE SCHOOL,193,35202128,502
8732,KILLARNEY BEACH PUBLIC SCHOOL,8559,35430978,293
5703,LAURELWOODS ELEMENTARY SCHOOL,8411,35220143,271
1331,LESCON PUBLIC SCHOOL,467,35200289,242
8877,LESLIE FROST PUBLIC SCHOOL,8705,35160134,478
3011,LESTER B PEARSON PUBLIC SCHOOL,1068,35180936,333
S817,LESTER B PEARSON PUBLIC SCHOOL,7001,35300738,731
2224,LESLIEVILLE JUNIOR PUBLIC SCHOOL,269,35200698,356
S291,LEVI CREEK PUBLIC SCHOOL,3618,35211735,571
1333,LILLIAN PUBLIC SCHOOL,459,35202496,354
6246,LIMEHOUSE PUBLIC SCHOOL,4172,35240625,155
3013,LINCOLN AVENUE PUBLIC SCHOOL,1081,35180405,244
3012,LINCOLN ALEXANDER PUBLIC SCHOOL,1075,35180808,481
8269,LINCOLN CENTENNIAL PUBLIC SCHOOL,6042,35260430,280
7284,LINCOLN ALEXANDER PUBLIC SCHOOL,5060,35250591,217
S746,LINCOLN HEIGHTS PUBLIC SCHOOL,7001,35300082,336
797,LINCOLN ALEXANDER PUBLIC SCHOOL,2376,35191218,548
S810,LINWOOD PUBLIC SCHOOL,7001,35300765,418
7286,LISGAR JUNIOR PUBLIC SCHOOL,5068,35250607,309
5501,LISGAR PUBLIC SCHOOL,3615,35211851,713
8504,ASSIKINACK PUBLIC SCHOOL,8501,35431007,309
8270,LOCKVIEW PUBLIC SCHOOL,6042,35260533,366
E0109,TESTON VILLAGE PUBLIC SCHOOL,2078,35191302,535
2227,LORD DUFFERIN JUNIOR & SENIOR PUBLIC SCHOOL,23,35202845,493
3015,LORD ELGIN PUBLIC SCHOOL,1082,35180365,211
1611,LORD ROBERTS JUNIOR PUBLIC SCHOOL,523,35204351,411
5502,LORNE PARK PUBLIC SCHOOL,3646,35210740,235
4515,LOUIS HONORE FRECHETTE SC,2121,35190355,629
1612,LUCY MAUD MONTGOMERY PUBLIC SCHOOL,577,35200034,237
3114,LYDIA TRULL- COURTICE SOUTH PUBLIC SCHOOL,1242,35180984,331
3529,WEST LYNDE PUBLIC SCHOOL,1140,35180266,409
1028,LYNNGATE JUNIOR PUBLIC SCHOOL,584,35200235,179
1029,LYNNWOOD HEIGHTS PUBLIC SCHOOL,596,35200210,149
4221,MAZO DE LA ROCHE PUBLIC SCHOOL,2620,35190923,630
E0154,FORESTVIEW PUBLIC SCHOOL,6042,35260836,643
S974,MACGREGOR PUBLIC SCHOOL,7001,35300298,433
5024,MACVILLE PUBLIC SCHOOL,3001,35211221,237
5160,MADOC DRIVE PUBLIC SCHOOL,3496,35211497,256
3314,MAPLE RIDGE PUBLIC SCHOOL,1031,35180520,490
1403,ECOLE  ELEMENTAIRE MATHIEU DA COSTA,155,35202186,181
S650,MAJOR BALLACHEY PUBLIC SCHOOL,8901,35290102,270
1569,EMILY CARR PUBLIC SCHOOL,620,35200031,327
1509,ALEXANDER STIRLING PUBLIC SCHOOL,621,35204810,390
5162,MASSEY STREET PUBLIC SCHOOL,3373,35211135,348
8887,MARIPOSA ELEMENTARY SCHOOL,8705,35160151,360
375,MCCRIMMON MIDDLE SCHOOL,3375,35212032,854
666,ROWNTREE PUBLIC SCHOOL,3436,35212068,899
1614,MALVERN JUNIOR PUBLIC SCHOOL,613,35200050,353
S799,MANCHESTER PUBLIC SCHOOL,7237,35300667,354
1615,MANHATTAN PARK JUNIOR PUBLIC SCHOOL,503,35203570,112
5166,MORTON WAY PUBLIC SCHOOL,3366,35210211,580
2130,ESSEX PUBLIC SCHOOL,95,35200987,569
6320,MAPLE GROVE PUBLIC SCHOOL,4018,35240141,545
8526,MAPLE GROVE PUBLIC SCHOOL,8501,35431071,456
1334,MAPLE LEAF PUBLIC SCHOOL,154,35204394,250
E0153,ROBERT MUNSCH PUBLIC SCHOOL,1116,35181175,722
6136,MAPLEHURST PUBLIC SCHOOL,4053,35240406,378
S999,MAPLEVIEW HEIGHTS ELEMENTARY SCHOOL,8501,35431353,622
5507,MAPLE WOOD PUBLIC SCHOOL,3719,35210590,124
2245,MOUNTVIEW ALTERNATIVE JUNIOR SCHOOL,119,35204015,103
124,UPTERGROVE PUBLIC SCHOOL,8681,35431243,287
8784,MARCHMONT PUBLIC SCHOOL,8555,35431263,338
S764,MARGARET AVENUE PUBLIC SCHOOL,7001,35300840,295
4612,WILLIAM BERCZY PUBLIC SCHOOL,2410,35190585,617
4611,UNIONVILLE PUBLIC SCHOOL,2410,35190585,316
2235,MARKET LANE JUNIOR AND SENIOR PUBLIC SCHOOL,26,35200830,331
S079,MARKHAM GATEWAY PUBLIC SCHOOL,2428,35190698,472
E0334,ALTON VILLAGE PUBLIC SCHOOL,4189,35240908,946
8119,MARTHA CULLIMORE PUBLIC SCHOOL,6042,35260048,181
E0007,AFRICENTRIC ALTERNATIVE SCHOOL,412,35204105,120
6262,MARTIN STREET JUNIOR PUBLIC SCHOOL,4126,35240552,221
5508,MARVIN HEIGHTS PUBLIC SCHOOL,3628,35211092,455
7602,MARY HOPKINS PUBLIC SCHOOL,5231,35250878,318
S802,MARY JOHNSTON PUBLIC SCHOOL,7001,35300030,438
1618,MARYVALE PUBLIC SCHOOL,504,35203574,273
1619,MASON ROAD JUNIOR PUBLIC SCHOOL,549,35204334,385
3253,MARY STREET COMMUNITY SCHOOL,1199,35180190,144
1616,MARY SHADD PUBLIC SCHOOL,621,35204149,464
2238,MAURICE CODY PUBLIC SCHOOL,216,35202681,702
5510,MCBRIDE AVENUE PUBLIC SCHOOL,3664,35210902,424
3090,MCCASKILLS MILLS PUBLIC SCHOOL,1330,35180861,479
C293,MCCASKILLS MILLS PUBLIC SCHOOL,,35180858,479
5164,MCHUGH PUBLIC SCHOOL,3348,35210188,298
8176,MCKAY PUBLIC SCHOOL,6257,35260205,457
1335,MCKEE PUBLIC SCHOOL,450,35204322,775
6005,MCKENZIE-SMITH BENNETT ELEMENTARY SCHOOL,4178,35240568,669
2239,MCMURRICH JUNIOR PUBLIC SCHOOL,170,35201111,494
4222,MEADOWBROOK PUBLIC SCHOOL,2621,35190954,284
3083,MEADOWCREST PUBLIC SCHOOL,1106,35181094,353
S729,MEADOWLANE PUBLIC SCHOOL,7001,35300954,251
2513,MEADOWVALE PUBLIC SCHOOL,574,35203745,262
5512,MEADOWVALE VILLAGE PUBLIC SCHOOL,3619,35211730,553
3074,JOHN M JAMES ELEMENTARY SCHOOL,1261,35181166,408
8827,WARMINSTER ELEMENTARY SCHOOL,8555,35431273,212
1162,MELODY VILLAGE JUNIOR SCHOOL,377,35203054,258
7291,MEMORIAL (CITY) PUBLIC SCHOOL,5157,35250713,466
2135,FAIRBANK MEMORIAL COMMUNITY SCHOOL,163,35202248,159
7508,MEMORIAL PUBLIC SCHOOL,5081,35250304,345
611,MACKENZIE GLEN PUBLIC SCHOOL,2101,35191132,526
A010,WILLIAM C WINEGARD PUBLIC SCHOOL,8001,35230369,371
4110,MICHAEL CRANNY ELEMENTARY SCHOOL,2100,35191129,452
5515,MIDDLEBURY PUBLIC SCHOOL,3602,35211978,429
8918,MILLBROOK/SOUTH CAVAN PUBLIC SCHOOL,8851,35150263,421
2514,MILITARY TRAIL PUBLIC SCHOOL,562,35204781,439
1613,MACKLIN PUBLIC SCHOOL,608,35200133,525
A039,JOHNNY LOMBARDI PUBLIC SCHOOL,2053,35190821,0
1164,MILL VALLEY JUNIOR SCHOOL,334,35201624,175
7411,MILLGROVE PUBLIC SCHOOL,5250,35250894,178
4605,MILLIKEN MILLS PUBLIC SCHOOL,2397,35190641,394
5516,MILLERS GROVE SCHOOL,3637,35210554,209
1165,MILLWOOD JUNIOR SCHOOL,325,35201614,455
1030,MILLIKEN PUBLIC SCHOOL,600,35204151,279
1338,MILNE VALLEY MIDDLE SCHOOL,239,35202753,516
5517,MINEOLA PUBLIC SCHOOL,3648,35210753,432
8761,MINESING CENTRAL PUBLIC SCHOOL,8555,35430959,489
8471,MITCHELL WOODS PUBLIC SCHOOL,8001,35230484,533
5700,MONTGOMERY VILLAGE,8401,35220107,521
6137,MOHAWK GARDENS PUBLIC SCHOOL,4074,35240507,362
5704,MONO-AMARANTH PUBLIC SCHOOL,,35220082,379
2242,MONTROSE PUBLIC SCHOOL,96,35200917,161
4411,MORNING GLORY PUBLIC SCHOOL,,35190003,338
5518,MORNING STAR MIDDLE SCHOOL,3628,35211088,544
394,MOUNTAIN ASH MIDDLE SCHOOL,3386,35212162,491
E0019,SIR WILLIAM GAGE MIDDLE SCHOOL,3365,35212105,689
1625,MORRISH PUBLIC SCHOOL,565,35203692,294
E0585,KP MANSON PUBLIC SCHOOL,8555,35440253,171
2243,MORSE STREET JUNIOR PUBLIC SCHOOL,268,35203193,419
4201,MOUNT ALBERT PUBLIC SCHOOL,2783,35190073,339
7509,MOUNT ALBION PUBLIC SCHOOL,5041,35250985,301
6321,MONTCLAIR SENIOR PUBLIC SCHOOL,4030,35240615,399
7421,MOUNT HOPE PUBLIC SCHOOL,5020,35250978,383
7511,MOUNTAIN VIEW PUBLIC SCHOOL,5128,35250316,335
8706,MOUNTAIN VIEW PUBLIC SCHOOL,8555,35430884,405
7295,MOUNTVIEW JUNIOR PUBLIC SCHOOL,5139,35250993,197
S853,MOUNT PLEASANT SCHOOL,8901,35290239,206
1339,MUIRHEAD PUBLIC SCHOOL,482,35200265,185
E0413,SIR ADAM BECK PUBLIC SCHOOL,7001,35300776,517
5521,MUNDEN PARK PUBLIC SCHOOL,3653,35210798,387
6323,MUNNS PUBLIC SCHOOL,4029,35240189,529
E0087,WESTMINSTER WOODS PUBLIC SCHOOL,8001,35230393,648
E0004,KAREN KAIN SCHOOL OF THE ARTS,301,35203138,174
S838,NA MACEACHERN PUBLIC SCHOOL,7001,35300600,322
5522,NAHANI WAY PUBLIC SCHOOL,3690,35211025,468
392,LORNA JACKSON PUBLIC SCHOOL,2022,35191281,422
E0025,LORNA JACKSON PUBLIC SCHOOL,,35191281,422
8076,NELLES PUBLIC SCHOOL,6001,35260327,299
S812,NORTHLAKE WOODS PUBLIC SCHOOL,7001,35300049,381
6324,NEW CENTRAL PUBLIC SCHOOL,4017,35240206,262
8704,CONNAUGHT PUBLIC SCHOOL,8555,35430892,241
S770,GRANDVIEW PUBLIC SCHOOL - NEW HAMBURG,7001,35300786,207
8764,NEW LOWELL CENTRAL PUBLIC SCHOOL,8555,35430853,261
8633,FIELDCREST ELEMENTARY SCHOOL,8559,35430752,692
3173,NEWCASTLE PUBLIC SCHOOL,1287,35180962,579
2252,NIAGARA STREET PUBLIC SCHOOL,90,35204188,197
E0247,TIGER JEET SINGH PUBLIC SCHOOL,4108,35240936,1114
573,NOTTINGHAM PUBLIC SCHOOL,1061,35180899,635
752,LEGACY PUBLIC SCHOOL,2447,35190704,586
4242,NOBLETON SENIOR PUBLIC SCHOOL,2659,35190175,359
1630,NORMAN COOK JUNIOR PUBLIC SCHOOL,533,35203493,157
1343,NORMAN INGRAM PUBLIC SCHOOL,238,35202704,224
2253,NORSEMAN JUNIOR & MIDDLE SCHOOL,306,35201666,707
1031,NORTH AGINCOURT JUNIOR PUBLIC SCHOOL,603,35200216,350
1632,NORTH BENDALE JUNIOR PUBLIC SCHOOL,497,35203379,159
1032,NORTH BRIDLEWOOD JUNIOR PUBLIC SCHOOL,587,35200200,244
8906,NORTH CAVAN PUBLIC SCHOOL,8851,35150257,150
8912,NORTH SHORE PUBLIC SCHOOL,8851,35150277,351
393,NORTHERN LIGHTS PUBLIC SCHOOL,2560,35191307,589
1170,NORTH KIPLING JUNIOR MIDDLE SCHOOL,383,35204124,757
410,JOSHUA CREEK PUBLIC SCHOOL,4033,35240772,924
2254,NORTH PREPARATORY SCHOOL,191,35202940,209
S654,NORTH WARD ELEMENTARY,8901,35290297,407
2257,NORTHLEA ELEMENTARY AND MIDDLE SCHOOL,219,35202637,723
1271,CUMMER VALLEY MIDDLE SCHOOL,458,35204114,552
5170,NORTHWOOD PUBLIC SCHOOL,3346,35211356,487
6164,C H NORTON PUBIC SCHOOL,4084,35240320,515
2258,NORWAY JUNIOR PUBLIC SCHOOL,256,35203891,292
3183,NORWOOD DISTRICT PUBLIC SCHOOL,8851,35150287,350
7297,NORWOOD PARK ELEMENTARY SCHOOL,5121,35250542,476
8707,NOTTAWA CENTRAL PUBLIC SCHOOL,8555,35430905,304
8721,NOTTAWASAGA & CREEMORE PUBLIC SCHOOL,8555,35430908,195
E0261,RYERSON HEIGHTS ELEMENTARY SCHOOL,8901,35290317,586
E0193,SAM CHAPMAN PUBLIC SCHOOL,2440,35191280,588
1346,OCONNOR PUBLIC SCHOOL,247,35204055,164
4319,O M MACKILLOP PUBLIC SCHOOL,2213,35190833,251
2095,D A MORRISON ELEMENTARY SCHOOL,250,35200515,263
2096,D A MORRISON SECONDARY SCHOOL,,35200515,263
4320,OAK RIDGES PUBLIC SCHOOL,2227,35191013,577
1345,OAKDALE PARK MIDDLE SCHOOL,400,35201977,468
8529,OAKLEY PARK PUBLIC SCHOOL,8501,35431045,270
1633,OAKRIDGE JUNIOR PUBLIC SCHOOL,538,35203512,626
5525,OAKRIDGE PUBLIC SCHOOL,3651,35210724,137
8281,OAKRIDGE PUBLIC SCHOOL,6042,35260459,204
6326,OAKWOOD PUBLIC SCHOOL,4012,35240220,161
8177,OAKWOOD PUBLIC SCHOOL,6257,35260200,167
2262,OGDEN JUNIOR PUBLIC SCHOOL,67,35200864,210
308,LADY EATON ELEMENTARY SCHOOL,8705,35160125,219
8343,ONTARIO PUBLIC SCHOOL,6042,35260587,197
S280,W ROSS MACDONALD SCHOOL FOR THE BLIND,,35290051,0
113,ERNEST C DRURY ELEMENTARY SCHOOL (FOR DEAF),4124,35240792,0
8875,JACK CALLAGHAN PUBLIC SCHOOL,8705,35160207,254
E0192,BOND LAKE PUBLIC SCHOOL,2232,35191304,561
5699,ISLAND LAKE PUBLIC SCHOOL,8401,35220084,474
5702,CREDIT MEADOWS ELEMENTARY SCHOOL,8401,35220116,390
8122,ORCHARD PARK PUBLIC SCHOOL,6042,35260031,313
8789,ORCHARD PARK ELEMENTARY SCHOOL,8681,35431215,442
8249,ECOLE LHERITAGE,6042,35260423,143
E0160,MOUNT PLEASANT VILLAGE PUBLIC SCHOOL,3375,35211922,354
2264,ORDE STREET JUNIOR PUBLIC SCHOOL,68,35200902,325
421,ORCHARD PARK PUBLIC SCHOOL,4079,35240669,548
2265,ORIOLE PARK JUNIOR PUBLIC SCHOOL,201,35202900,305
E0542,SIR JOHN A MACDONALD PUBLIC SCHOOL,2377,35191211,660
443,THOMAS L WELLS PUBLIC SCHOOL,618,35204719,591
3516,ORMISTON PUBLIC SCHOOL,1123,35180345,334
3206,CAMPBELL CHILDRENS SCHOOL,1216,35180667,0
66,CARLETON VILLAGE JUNIOR & SENIOR PUBLIC SCHOOL,147,35201170,267
A031,ELDORADO PUBLIC SCHOOL,3481,35212170,683
965,E ELEM DU CHENE (I CHANGED),4030,35240123,122
757,OSPREY WOODS PUBLIC SCHOOL,3615,35211599,561
2267,OSSINGTON/OLD ORCHARD JUNIOR PUBLIC SCHOOL,97,35201422,297
8953,OTONABEE VALLEY PUBLIC SCHOOL,8851,35150100,275
8485,OTTAWA CRESCENT PUBLIC SCHOOL,8001,35230161,241
1347,OWEN PUBLIC SCHOOL,229,35202615,649
5530,OWENWOOD PUBLIC SCHOOL,3640,35210395,104
8829,WORSLEY ELEMENTARY SCHOOL,8555,35430947,475
8456,PAISLEY ROAD PUBLIC SCHOOL,8001,35230269,451
4145,PARKLAND PUBLIC SCHOOL,2428,35190697,563
1348,PARK LANE PUBLIC SCHOOL,225,35202699,60
5731,PALGRAVE PUBLIC SCHOOL,3100,35211606,453
2273,PALMERSTON AVENUE JUNIOR PUBLIC SCHOOL,94,35201066,455
2274,PAPE AVENUE JUNIOR PUBLIC SCHOOL,272,35200706,372
8078,PARK PUBLIC SCHOOL,6001,35260307,156
702,NELSON MANDELA PARK PUBLIC SCHOOL,17,35200805,352
2276,PARK LAWN JUNIOR & MIDDLE SCHOOL,305,35203141,471
E0012,PARK LAWN JUNIOR MIDDLE SCHOOL,,35203141,471
S701,PARK MANOR PUBLIC SCHOOL,7001,35300011,311
6209,PARK PUBLIC SCHOOL,4163,35240812,229
2278,PARKDALE JUNIOR SENIOR SCHOOL,109,35204657,485
7299,PARKDALE SCHOOL,5151,35250745,155
1172,PARKFIELD JUNIOR SCHOOL,346,35201781,292
5706,PARKINSON CENTENNIAL PUBLIC SCHOOL,8401,35220102,345
A109,ECOLE DUKE OF CAMBRIDGE PUBLIC SCHOOL,1231,35180977,768
2279,PARKSIDE ELEMENTARY SCHOOL,250,35204136,145
4606,PARKVIEW PUBLIC SCHOOL,2409,35190588,522
8879,PARKVIEW PUBLIC SCHOOL,8705,35160137,329
5177,PARKWAY PUBLIC SCHOOL,3368,35211263,366
S795,PARKWAY PUBLIC SCHOOL,7237,35300469,165
8283,PARNALL PUBLIC SCHOOL,6042,35260425,303
2461,PAULINE PUBLIC SCHOOL,105,35201004,267
519,PAULINE JOHNSON ELEMENTARY SCHOOL,5092,35250535,467
6142,PAULINE JOHNSON PUBLIC SCHOOL,4071,35240486,269
1034,PAULINE JOHNSON JUNIOR PUBLIC SCHOOL,594,35200253,269
1035,PERCY WILLIAMS JUNIOR PUBLIC SCHOOL,607,35200073,302
E0562,DA VINCI PUBLIC SCHOOL,1062,35180889,833
8042,PELHAM CENTRE PUBLIC SCHOOL,6032,35260239,140
1349,PELMO PARK PUBLIC SCHOOL,135,35201939,276
8747,BURKEVALE PROTESTANT SEPARATE SCHOOL,8555,35430562,236
2284,PERTH AVENUE JUNIOR PUBLIC SCHOOL,106,35200959,257
6328,PILGRIM WOOD PUBLIC SCHOOL,4041,35240285,666
E0375,GLENN GOULD PUBLIC SCHOOL,2073,35190821,625
S105,PIERRE ELLIOTT TRUDEAU PUBLIC SCHOOL,1189,35181119,764
3101,CLAREMONT PUBLIC SCHOOL,1002,35180882,169
1350,PIERRE LAPORTE MIDDLE SCHOOL,410,35201961,383
6329,PINE GROVE PUBLIC SCHOOL,4010,35240234,737
4716,PINE GROVE PUBLIC SCHOOL,2026,35191053,451
A166,MCCLURE PUBLIC SCHOOL,,35212176,0
6144,PINELAND PUBLIC SCHOOL,4074,35240520,769
6210,PINEVIEW PUBLIC SCHOOL,4154,35240730,192
1351,PINEWAY PUBLIC SCHOOL,469,35202451,148
E0242,CHARLES BOWMAN PUBLIC SCHOOL,1258,35180830,675
S831,PIONEER PARK PUBLIC SCHOOL,7001,35300333,344
E0037,JULIE PAYETTE PUBLIC SCHOOL,1133,35180259,953
2044,ECOLE ELEMENTAIRE CHARLES-SAURIOL,147,35201163,265
2108,DIEFENBAKER PUBLIC SCHOOL,262,35200563,423
1352,PLEASANT PUBLIC SCHOOL,433,35202515,453
7138,DUNDANA & PLEASANT VALLEY PUBLIC SCHOOL,5191,35250046,356
1353,PLEASANT VIEW JUNIOR HIGH SCHOOL,480,35204030,216
4323,PLEASANTVILLE PUBLIC SCHOOL,2210,35190829,418
5537,PLUM TREE PARK PUBLIC SCHOOL,3638,35210571,748
5536,PLOWMANS PARK PUBLIC SCHOOL,3716,35212077,291
8407,PLYMOUTH PUBLIC SCHOOL,6257,35260146,302
8468,PONSONBY PUBLIC SCHOOL,,35230423,173
406,POPLAR BANK PUBLIC SCHOOL,2608,35191300,443
2516,POPLAR ROAD JUNIOR PUBLIC SCHOOL,555,35203759,215
833,NORMAN G POWERS PUBLIC SCHOOL,1182,35181201,789
2286,PORTAGE TRAIL COMMUNITY JUNIOR SCHOOL,131,35204231,583
2287,PORTAGE TRAIL COMMUNITY MIDDLE SCHOOL,,35204231,583
401,R H CORNISH PUBLIC SCHOOL,1299,35180043,782
1036,PORT ROYAL PUBLIC SCHOOL,600,35200114,357
8285,PORT WELLER PUBLIC SCHOOL,6042,35260568,277
8532,PORTAGE VIEW PUBLIC SCHOOL,8501,35431027,426
6359,POSTS CORNERS PUBLIC SCHOOL,4036,35240613,539
S923,POWER GLEN PUBLIC SCHOOL,6042,35260602,415
2288,PRESTEIGN HEIGHTS ELEMENTARY SCHOOL,261,35204361,235
9634,PRIMROSE ELEMENTARY SCHOOL,8411,35220152,301
S786,PRINCE CHARLES ELEMENTARY,8901,35290143,225
4226,PRINCE CHARLES PUBLIC SCHOOL,2620,35190927,258
8955,PRINCE OF WALES PUBLIC SCHOOL,8851,35150074,479
8287,PRINCE OF WALES PUBLIC SCHOOL N,6042,35260515,245
8344,PRINCE OF WALES PUBLIC SCHOOL S,6042,35260489,159
8288,PRINCE PHILIP PUBLIC SCHOOL S,6042,35260746,422
8124,PRINCE PHILIP PUBLIC SCHOOL N,6042,35260047,465
556,MOUNT JOY PUBLIC SCHOOL,2440,35191280,672
8632,CHRIS HADFIELD PUBLIC SCHOOL (I CHANGED),8559,35430763,563
S843,PRINCESS ELIZABETH PUBLIC SCHOOL,8901,35290245,184
5707,PRINCESS ELIZABETH PUBLIC SCHOOL,8401,35220125,633
8408,PRINCESS ELIZABETH PUBLIC SCHOOL,6257,35260259,389
1173,PRINCESS MARGARET JUNIOR SCHOOL,345,35201711,335
5708,PRINCESS MARGARET PUBLIC SCHOOL,8401,35220088,313
8125,PRINCESS MARGARET PUBLIC SCHOOL,6042,35260640,431
8463,PRIORY PARK PUBLIC SCHOOL,8001,35230278,165
3518,PRINGLE CREEK PUBLIC SCHOOL,1135,35180604,657
S787,PRUETER PUBLIC SCHOOL,7001,35300100,239
8490,SIR ISAAC BROCK PUBLIC SCHOOL,8001,35230396,497
8481,ABERFOYLE PUBLIC SCHOOL,8301,35230402,366
8409,QUAKER ROAD PUBLIC SCHOOL,6257,35260244,289
3442,QUAKER VILLAGE PUBLIC SCHOOL,1318,35180025,419
2291,QUEEN ALEXANDRA MIDDLE SCHOOL,271,35204576,260
S711,QUEEN ELIZABETH PUBLIC SCHOOL,7001,35300150,264
8956,QUEEN ELIZABETH PUBLIC SCHOOL,8851,35150047,221
3261,QUEEN ELIZABETH PUBLIC SCHOOL,1187,35180804,450
5540,QUEEN ELIZABETH SENIOR PUBLIC SCHOOL,3648,35210759,320
7307,QUEEN MARY PUBLIC SCHOOL,5154,35250778,594
8957,QUEEN MARY PUBLIC SCHOOL,8851,35150064,382
